,Value,Year,Month
51,27.0,0.8,0.2727272727272727
52,25.0,0.8,0.36363636363636365
53,30.0,0.8,0.4545454545454545
54,35.0,0.8,0.5454545454545454
55,34.0,0.8,0.6363636363636364
56,29.0,0.8,0.7272727272727273
57,30.0,0.8,0.8181818181818182
58,20.0,0.8,0.9090909090909091
59,20.0,0.8,0.9999999999999999
60,22.0,0.75,0.0
61,23.0,0.75,0.09090909090909091
62,23.0,0.75,0.1818181818181818
63,29.0,0.75,0.2727272727272727
64,50.0,0.75,0.36363636363636365
65,39.0,0.75,0.4545454545454545
66,49.0,0.75,0.5454545454545454
67,49.0,0.75,0.6363636363636364
68,45.0,0.75,0.7272727272727273
69,25.0,0.75,0.8181818181818182
70,30.0,0.75,0.9090909090909091
71,27.0,0.75,0.9999999999999999
72,21.0,0.7000000000000001,0.0
73,17.0,0.7000000000000001,0.09090909090909091
74,37.0,0.7000000000000001,0.1818181818181818
75,35.0,0.7000000000000001,0.2727272727272727
76,28.0,0.7000000000000001,0.36363636363636365
77,31.0,0.7000000000000001,0.4545454545454545
78,35.0,0.7000000000000001,0.5454545454545454
79,32.0,0.7000000000000001,0.6363636363636364
80,43.0,0.7000000000000001,0.7272727272727273
81,36.0,0.7000000000000001,0.8181818181818182
82,42.0,0.7000000000000001,0.9090909090909091
83,25.0,0.7000000000000001,0.9999999999999999
84,17.0,0.65,0.0
85,15.0,0.65,0.09090909090909091
86,21.0,0.65,0.1818181818181818
87,28.0,0.65,0.2727272727272727
88,33.0,0.65,0.36363636363636365
89,37.0,0.65,0.4545454545454545
90,42.0,0.65,0.5454545454545454
91,39.0,0.65,0.6363636363636364
92,47.0,0.65,0.7272727272727273
93,31.0,0.65,0.8181818181818182
94,35.0,0.65,0.9090909090909091
95,32.0,0.65,0.9999999999999999
96,21.0,0.6000000000000001,0.0
97,18.0,0.6000000000000001,0.09090909090909091
98,21.0,0.6000000000000001,0.1818181818181818
99,34.0,0.6000000000000001,0.2727272727272727
100,54.0,0.6000000000000001,0.36363636363636365
101,43.0,0.6000000000000001,0.4545454545454545
102,56.0,0.6000000000000001,0.5454545454545454
103,55.0,0.6000000000000001,0.6363636363636364
104,49.0,0.6000000000000001,0.7272727272727273
105,32.0,0.6000000000000001,0.8181818181818182
106,30.0,0.6000000000000001,0.9090909090909091
107,27.0,0.6000000000000001,0.9999999999999999
108,25.0,0.55,0.0
109,25.0,0.55,0.09090909090909091
110,22.0,0.55,0.1818181818181818
111,43.0,0.55,0.2727272727272727
112,43.0,0.55,0.36363636363636365
113,27.0,0.55,0.4545454545454545
114,39.0,0.55,0.5454545454545454
115,34.0,0.55,0.6363636363636364
116,36.0,0.55,0.7272727272727273
117,26.0,0.55,0.8181818181818182
118,40.0,0.55,0.9090909090909091
119,37.0,0.55,0.9999999999999999
120,19.0,0.5,0.0
121,23.0,0.5,0.09090909090909091
122,31.0,0.5,0.1818181818181818
123,33.0,0.5,0.2727272727272727
124,34.0,0.5,0.36363636363636365
125,39.0,0.5,0.4545454545454545
126,48.0,0.5,0.5454545454545454
127,40.0,0.5,0.6363636363636364
128,54.0,0.5,0.7272727272727273
129,27.0,0.5,0.8181818181818182
130,28.0,0.5,0.9090909090909091
131,26.0,0.5,0.9999999999999999
132,23.0,0.45,0.0
133,32.0,0.45,0.09090909090909091
134,14.0,0.45,0.1818181818181818
135,45.0,0.45,0.2727272727272727
136,57.0,0.45,0.36363636363636365
137,31.0,0.45,0.4545454545454545
138,44.0,0.45,0.5454545454545454
139,35.0,0.45,0.6363636363636364
140,49.0,0.45,0.7272727272727273
141,35.0,0.45,0.8181818181818182
142,31.0,0.45,0.9090909090909091
143,34.0,0.45,0.9999999999999999
144,32.0,0.4,0.0
145,30.0,0.4,0.09090909090909091
146,30.0,0.4,0.1818181818181818
147,25.0,0.4,0.2727272727272727
148,57.0,0.4,0.36363636363636365
149,56.0,0.4,0.4545454545454545
150,52.0,0.4,0.5454545454545454
151,44.0,0.4,0.6363636363636364
152,49.0,0.4,0.7272727272727273
153,45.0,0.4,0.8181818181818182
154,27.0,0.4,0.9090909090909091
155,35.0,0.4,0.9999999999999999
156,36.0,0.35000000000000003,0.0
157,32.0,0.35000000000000003,0.09090909090909091
158,38.0,0.35000000000000003,0.1818181818181818
159,49.0,0.35000000000000003,0.2727272727272727
160,63.0,0.35000000000000003,0.36363636363636365
161,51.0,0.35000000000000003,0.4545454545454545
162,65.0,0.35000000000000003,0.5454545454545454
163,44.0,0.35000000000000003,0.6363636363636364
164,54.0,0.35000000000000003,0.7272727272727273
165,55.0,0.35000000000000003,0.8181818181818182
166,36.0,0.35000000000000003,0.9090909090909091
167,37.0,0.35000000000000003,0.9999999999999999
168,44.0,0.30000000000000004,0.0
169,50.0,0.30000000000000004,0.09090909090909091
170,40.0,0.30000000000000004,0.1818181818181818
171,40.0,0.30000000000000004,0.2727272727272727
172,53.0,0.30000000000000004,0.36363636363636365
173,51.0,0.30000000000000004,0.4545454545454545
174,64.0,0.30000000000000004,0.5454545454545454
175,48.0,0.30000000000000004,0.6363636363636364
176,64.0,0.30000000000000004,0.7272727272727273
177,45.0,0.30000000000000004,0.8181818181818182
178,48.0,0.30000000000000004,0.9090909090909091
179,52.0,0.30000000000000004,0.9999999999999999
180,48.0,0.25,0.0
181,40.0,0.25,0.09090909090909091
182,40.0,0.25,0.1818181818181818
183,40.0,0.25,0.2727272727272727
184,48.0,0.25,0.36363636363636365
185,57.0,0.25,0.4545454545454545
186,63.0,0.25,0.5454545454545454
187,48.0,0.25,0.6363636363636364
188,76.0,0.25,0.7272727272727273
189,57.0,0.25,0.8181818181818182
190,42.0,0.25,0.9090909090909091
191,41.0,0.25,0.9999999999999999
192,42.0,0.2,0.0
193,48.0,0.2,0.09090909090909091
194,44.0,0.2,0.1818181818181818
195,37.0,0.2,0.2727272727272727
196,55.0,0.2,0.36363636363636365
197,58.0,0.2,0.4545454545454545
198,67.0,0.2,0.5454545454545454
199,58.0,0.2,0.6363636363636364
200,79.0,0.2,0.7272727272727273
201,68.0,0.2,0.8181818181818182
202,51.0,0.2,0.9090909090909091
203,52.0,0.2,0.9999999999999999
204,55.0,0.15000000000000002,0.0
205,44.0,0.15000000000000002,0.09090909090909091
206,53.0,0.15000000000000002,0.1818181818181818
207,50.0,0.15000000000000002,0.2727272727272727
208,65.0,0.15000000000000002,0.36363636363636365
209,82.0,0.15000000000000002,0.4545454545454545
210,76.0,0.15000000000000002,0.5454545454545454
211,66.0,0.15000000000000002,0.6363636363636364
212,63.0,0.15000000000000002,0.7272727272727273
213,74.0,0.15000000000000002,0.8181818181818182
214,44.0,0.15000000000000002,0.9090909090909091
215,58.0,0.15000000000000002,0.9999999999999999
216,44.0,0.1,0.0
217,49.0,0.1,0.09090909090909091
218,61.0,0.1,0.1818181818181818
219,65.0,0.1,0.2727272727272727
220,58.0,0.1,0.36363636363636365
221,74.0,0.1,0.4545454545454545
222,84.0,0.1,0.5454545454545454
223,71.0,0.1,0.6363636363636364
224,107.0,0.1,0.7272727272727273
225,83.0,0.1,0.8181818181818182
226,44.0,0.1,0.9090909090909091
227,63.0,0.1,0.9999999999999999
228,66.0,0.05,0.0
229,49.0,0.05,0.09090909090909091
230,63.0,0.05,0.1818181818181818
231,68.0,0.05,0.2727272727272727
232,85.0,0.05,0.36363636363636365
233,68.0,0.05,0.4545454545454545
234,71.0,0.05,0.5454545454545454
235,60.0,0.05,0.6363636363636364
236,107.0,0.05,0.7272727272727273
237,77.0,0.05,0.8181818181818182
238,68.0,0.05,0.9090909090909091
239,66.0,0.05,0.9999999999999999
240,78.0,0.0,0.0
241,53.0,0.0,0.09090909090909091
242,73.0,0.0,0.1818181818181818
243,78.0,0.0,0.2727272727272727
244,96.0,0.0,0.36363636363636365
245,57.0,0.0,0.4545454545454545
246,99.0,0.0,0.5454545454545454
247,77.0,0.0,0.6363636363636364
248,84.0,0.0,0.7272727272727273
249,83.0,0.0,0.8181818181818182
250,71.0,0.0,0.9090909090909091
251,85.0,0.0,0.9999999999999999
252,11.0,1.0,0.0
253,19.0,1.0,0.09090909090909091
254,13.0,1.0,0.1818181818181818
255,15.0,1.0,0.2727272727272727
256,26.0,1.0,0.36363636363636365
257,30.0,1.0,0.4545454545454545
258,43.0,1.0,0.5454545454545454
259,29.0,1.0,0.6363636363636364
260,24.0,1.0,0.7272727272727273
261,20.0,1.0,0.8181818181818182
262,11.0,1.0,0.9090909090909091
263,9.0,1.0,0.9999999999999999
264,7.0,0.9500000000000001,0.0
265,7.0,0.9500000000000001,0.09090909090909091
266,22.0,0.9500000000000001,0.1818181818181818
267,18.0,0.9500000000000001,0.2727272727272727
268,21.0,0.9500000000000001,0.36363636363636365
269,24.0,0.9500000000000001,0.4545454545454545
270,34.0,0.9500000000000001,0.5454545454545454
271,23.0,0.9500000000000001,0.6363636363636364
272,20.0,0.9500000000000001,0.7272727272727273
273,20.0,0.9500000000000001,0.8181818181818182
274,19.0,0.9500000000000001,0.9090909090909091
275,12.0,0.9500000000000001,0.9999999999999999
276,8.0,0.9,0.0
277,13.0,0.9,0.09090909090909091
278,12.0,0.9,0.1818181818181818
279,8.0,0.9,0.2727272727272727
280,23.0,0.9,0.36363636363636365
281,14.0,0.9,0.4545454545454545
282,29.0,0.9,0.5454545454545454
283,18.0,0.9,0.6363636363636364
284,22.0,0.9,0.7272727272727273
285,16.0,0.9,0.8181818181818182
286,13.0,0.9,0.9090909090909091
287,6.0,0.9,0.9999999999999999
288,4.0,0.8500000000000001,0.0
289,4.0,0.8500000000000001,0.09090909090909091
290,15.0,0.8500000000000001,0.1818181818181818
291,10.0,0.8500000000000001,0.2727272727272727
292,16.0,0.8500000000000001,0.36363636363636365
293,27.0,0.8500000000000001,0.4545454545454545
294,18.0,0.8500000000000001,0.5454545454545454
295,14.0,0.8500000000000001,0.6363636363636364
296,22.0,0.8500000000000001,0.7272727272727273
297,16.0,0.8500000000000001,0.8181818181818182
298,13.0,0.8500000000000001,0.9090909090909091
299,17.0,0.8500000000000001,0.9999999999999999
300,6.0,0.8,0.0
301,3.0,0.8,0.09090909090909091
302,6.0,0.8,0.1818181818181818
303,8.0,0.8,0.2727272727272727
304,17.0,0.8,0.36363636363636365
305,19.0,0.8,0.4545454545454545
306,23.0,0.8,0.5454545454545454
307,12.0,0.8,0.6363636363636364
308,22.0,0.8,0.7272727272727273
309,11.0,0.8,0.8181818181818182
310,7.0,0.8,0.9090909090909091
311,10.0,0.8,0.9999999999999999
312,21.0,0.75,0.0
313,3.0,0.75,0.09090909090909091
314,9.0,0.75,0.1818181818181818
315,23.0,0.75,0.2727272727272727
316,30.0,0.75,0.36363636363636365
317,19.0,0.75,0.4545454545454545
318,37.0,0.75,0.5454545454545454
319,29.0,0.75,0.6363636363636364
320,25.0,0.75,0.7272727272727273
321,12.0,0.75,0.8181818181818182
322,11.0,0.75,0.9090909090909091
323,6.0,0.75,0.9999999999999999
324,4.0,0.7000000000000001,0.0
325,7.0,0.7000000000000001,0.09090909090909091
326,16.0,0.7000000000000001,0.1818181818181818
327,15.0,0.7000000000000001,0.2727272727272727
328,19.0,0.7000000000000001,0.36363636363636365
329,16.0,0.7000000000000001,0.4545454545454545
330,21.0,0.7000000000000001,0.5454545454545454
331,13.0,0.7000000000000001,0.6363636363636364
332,18.0,0.7000000000000001,0.7272727272727273
333,21.0,0.7000000000000001,0.8181818181818182
334,14.0,0.7000000000000001,0.9090909090909091
335,3.0,0.7000000000000001,0.9999999999999999
336,2.0,0.65,0.0
337,0.0,0.65,0.09090909090909091
338,8.0,0.65,0.1818181818181818
339,5.0,0.65,0.2727272727272727
340,21.0,0.65,0.36363636363636365
341,20.0,0.65,0.4545454545454545
342,24.0,0.65,0.5454545454545454
343,22.0,0.65,0.6363636363636364
344,17.0,0.65,0.7272727272727273
345,12.0,0.65,0.8181818181818182
346,12.0,0.65,0.9090909090909091
347,10.0,0.65,0.9999999999999999
348,11.0,0.6000000000000001,0.0
349,5.0,0.6000000000000001,0.09090909090909091
350,5.0,0.6000000000000001,0.1818181818181818
351,22.0,0.6000000000000001,0.2727272727272727
352,33.0,0.6000000000000001,0.36363636363636365
353,35.0,0.6000000000000001,0.4545454545454545
354,30.0,0.6000000000000001,0.5454545454545454
355,31.0,0.6000000000000001,0.6363636363636364
356,24.0,0.6000000000000001,0.7272727272727273
357,6.0,0.6000000000000001,0.8181818181818182
358,10.0,0.6000000000000001,0.9090909090909091
359,11.0,0.6000000000000001,0.9999999999999999
360,16.0,0.55,0.0
361,7.0,0.55,0.09090909090909091
362,9.0,0.55,0.1818181818181818
363,27.0,0.55,0.2727272727272727
364,20.0,0.55,0.36363636363636365
365,21.0,0.55,0.4545454545454545
366,27.0,0.55,0.5454545454545454
367,17.0,0.55,0.6363636363636364
368,22.0,0.55,0.7272727272727273
369,10.0,0.55,0.8181818181818182
370,16.0,0.55,0.9090909090909091
371,6.0,0.55,0.9999999999999999
372,7.0,0.5,0.0
373,10.0,0.5,0.09090909090909091
374,12.0,0.5,0.1818181818181818
375,25.0,0.5,0.2727272727272727
376,15.0,0.5,0.36363636363636365
377,20.0,0.5,0.4545454545454545
378,29.0,0.5,0.5454545454545454
379,25.0,0.5,0.6363636363636364
380,26.0,0.5,0.7272727272727273
381,13.0,0.5,0.8181818181818182
382,7.0,0.5,0.9090909090909091
383,12.0,0.5,0.9999999999999999
384,7.0,0.45,0.0
385,12.0,0.45,0.09090909090909091
386,5.0,0.45,0.1818181818181818
387,31.0,0.45,0.2727272727272727
388,34.0,0.45,0.36363636363636365
389,19.0,0.45,0.4545454545454545
390,27.0,0.45,0.5454545454545454
391,26.0,0.45,0.6363636363636364
392,18.0,0.45,0.7272727272727273
393,15.0,0.45,0.8181818181818182
394,5.0,0.45,0.9090909090909091
395,14.0,0.45,0.9999999999999999
396,8.0,0.4,0.0
397,16.0,0.4,0.09090909090909091
398,9.0,0.4,0.1818181818181818
399,10.0,0.4,0.2727272727272727
400,37.0,0.4,0.36363636363636365
401,32.0,0.4,0.4545454545454545
402,24.0,0.4,0.5454545454545454
403,23.0,0.4,0.6363636363636364
404,28.0,0.4,0.7272727272727273
405,19.0,0.4,0.8181818181818182
406,14.0,0.4,0.9090909090909091
407,20.0,0.4,0.9999999999999999
408,13.0,0.35000000000000003,0.0
409,15.0,0.35000000000000003,0.09090909090909091
410,14.0,0.35000000000000003,0.1818181818181818
411,27.0,0.35000000000000003,0.2727272727272727
412,39.0,0.35000000000000003,0.36363636363636365
413,27.0,0.35000000000000003,0.4545454545454545
414,38.0,0.35000000000000003,0.5454545454545454
415,20.0,0.35000000000000003,0.6363636363636364
416,24.0,0.35000000000000003,0.7272727272727273
417,18.0,0.35000000000000003,0.8181818181818182
418,26.0,0.35000000000000003,0.9090909090909091
419,20.0,0.35000000000000003,0.9999999999999999
420,21.0,0.30000000000000004,0.0
421,21.0,0.30000000000000004,0.09090909090909091
422,14.0,0.30000000000000004,0.1818181818181818
423,16.0,0.30000000000000004,0.2727272727272727
424,28.0,0.30000000000000004,0.36363636363636365
425,22.0,0.30000000000000004,0.4545454545454545
426,37.0,0.30000000000000004,0.5454545454545454
427,25.0,0.30000000000000004,0.6363636363636364
428,35.0,0.30000000000000004,0.7272727272727273
429,24.0,0.30000000000000004,0.8181818181818182
430,22.0,0.30000000000000004,0.9090909090909091
431,21.0,0.30000000000000004,0.9999999999999999
432,13.0,0.25,0.0
433,14.0,0.25,0.09090909090909091
434,13.0,0.25,0.1818181818181818
435,19.0,0.25,0.2727272727272727
436,21.0,0.25,0.36363636363636365
437,31.0,0.25,0.4545454545454545
438,26.0,0.25,0.5454545454545454
439,33.0,0.25,0.6363636363636364
440,50.0,0.25,0.7272727272727273
441,35.0,0.25,0.8181818181818182
442,14.0,0.25,0.9090909090909091
443,12.0,0.25,0.9999999999999999
444,10.0,0.2,0.0
445,21.0,0.2,0.09090909090909091
446,18.0,0.2,0.1818181818181818
447,10.0,0.2,0.2727272727272727
448,30.0,0.2,0.36363636363636365
449,25.0,0.2,0.4545454545454545
450,44.0,0.2,0.5454545454545454
451,47.0,0.2,0.6363636363636364
452,41.0,0.2,0.7272727272727273
453,26.0,0.2,0.8181818181818182
454,20.0,0.2,0.9090909090909091
455,12.0,0.2,0.9999999999999999
456,18.0,0.15000000000000002,0.0
457,16.0,0.15000000000000002,0.09090909090909091
458,17.0,0.15000000000000002,0.1818181818181818
459,25.0,0.15000000000000002,0.2727272727272727
460,26.0,0.15000000000000002,0.36363636363636365
461,41.0,0.15000000000000002,0.4545454545454545
462,35.0,0.15000000000000002,0.5454545454545454
463,40.0,0.15000000000000002,0.6363636363636364
464,26.0,0.15000000000000002,0.7272727272727273
465,17.0,0.15000000000000002,0.8181818181818182
466,31.0,0.15000000000000002,0.9090909090909091
467,27.0,0.15000000000000002,0.9999999999999999
468,24.0,0.1,0.0
469,22.0,0.1,0.09090909090909091
470,21.0,0.1,0.1818181818181818
471,28.0,0.1,0.2727272727272727
472,32.0,0.1,0.36363636363636365
473,42.0,0.1,0.4545454545454545
474,40.0,0.1,0.5454545454545454
475,29.0,0.1,0.6363636363636364
476,51.0,0.1,0.7272727272727273
477,53.0,0.1,0.8181818181818182
478,10.0,0.1,0.9090909090909091
479,27.0,0.1,0.9999999999999999
480,36.0,0.05,0.0
481,20.0,0.05,0.09090909090909091
482,36.0,0.05,0.1818181818181818
483,32.0,0.05,0.2727272727272727
484,32.0,0.05,0.36363636363636365
485,46.0,0.05,0.4545454545454545
486,35.0,0.05,0.5454545454545454
487,21.0,0.05,0.6363636363636364
488,48.0,0.05,0.7272727272727273
489,37.0,0.05,0.8181818181818182
490,25.0,0.05,0.9090909090909091
491,23.0,0.05,0.9999999999999999
492,37.0,0.0,0.0
493,19.0,0.0,0.09090909090909091
494,18.0,0.0,0.1818181818181818
495,26.0,0.0,0.2727272727272727
496,44.0,0.0,0.36363636363636365
497,32.0,0.0,0.4545454545454545
498,37.0,0.0,0.5454545454545454
499,32.0,0.0,0.6363636363636364
500,45.0,0.0,0.7272727272727273
501,31.0,0.0,0.8181818181818182
502,24.0,0.0,0.9090909090909091
503,31.0,0.0,0.9999999999999999
504,791.0,1.0,0.0
505,870.0,1.0,0.09090909090909091
506,744.0,1.0,0.1818181818181818
507,607.0,1.0,0.2727272727272727
508,859.0,1.0,0.36363636363636365
509,905.0,1.0,0.4545454545454545
510,1010.0,1.0,0.5454545454545454
511,735.0,1.0,0.6363636363636364
512,948.0,1.0,0.7272727272727273
513,997.0,1.0,0.8181818181818182
514,864.0,1.0,0.9090909090909091
515,694.0,1.0,0.9999999999999999
516,927.0,0.9500000000000001,0.0
517,883.0,0.9500000000000001,0.09090909090909091
518,1005.0,0.9500000000000001,0.1818181818181818
519,967.0,0.9500000000000001,0.2727272727272727
520,1014.0,0.9500000000000001,0.36363636363636365
521,994.0,0.9500000000000001,0.4545454545454545
522,1187.0,0.9500000000000001,0.5454545454545454
523,820.0,0.9500000000000001,0.6363636363636364
524,996.0,0.9500000000000001,0.7272727272727273
525,1088.0,0.9500000000000001,0.8181818181818182
526,967.0,0.9500000000000001,0.9090909090909091
527,925.0,0.9500000000000001,0.9999999999999999
528,860.0,0.9,0.0
529,774.0,0.9,0.09090909090909091
530,954.0,0.9,0.1818181818181818
531,1010.0,0.9,0.2727272727272727
532,994.0,0.9,0.36363636363636365
533,1034.0,0.9,0.4545454545454545
534,1151.0,0.9,0.5454545454545454
535,813.0,0.9,0.6363636363636364
536,1102.0,0.9,0.7272727272727273
537,1127.0,0.9,0.8181818181818182
538,929.0,0.9,0.9090909090909091
539,900.0,0.9,0.9999999999999999
540,690.0,0.8500000000000001,0.0
541,846.0,0.8500000000000001,0.09090909090909091
542,1060.0,0.8500000000000001,0.1818181818181818
543,895.0,0.8500000000000001,0.2727272727272727
544,1070.0,0.8500000000000001,0.36363636363636365
545,948.0,0.8500000000000001,0.4545454545454545
546,1064.0,0.8500000000000001,0.5454545454545454
547,831.0,0.8500000000000001,0.6363636363636364
548,1009.0,0.8500000000000001,0.7272727272727273
549,1052.0,0.8500000000000001,0.8181818181818182
550,925.0,0.8500000000000001,0.9090909090909091
551,873.0,0.8500000000000001,0.9999999999999999
552,777.0,0.8,0.0
553,775.0,0.8,0.09090909090909091
554,898.0,0.8,0.1818181818181818
555,998.0,0.8,0.2727272727272727
556,850.0,0.8,0.36363636363636365
557,1018.0,0.8,0.4545454545454545
558,1095.0,0.8,0.5454545454545454
559,958.0,0.8,0.6363636363636364
560,958.0,0.8,0.7272727272727273
561,1022.0,0.8,0.8181818181818182
562,960.0,0.8,0.9090909090909091
563,870.0,0.8,0.9999999999999999
564,781.0,0.75,0.0
565,713.0,0.75,0.09090909090909091
566,908.0,0.75,0.1818181818181818
567,966.0,0.75,0.2727272727272727
568,940.0,0.75,0.36363636363636365
569,952.0,0.75,0.4545454545454545
570,1176.0,0.75,0.5454545454545454
571,864.0,0.75,0.6363636363636364
572,1007.0,0.75,0.7272727272727273
573,1110.0,0.75,0.8181818181818182
574,991.0,0.75,0.9090909090909091
575,950.0,0.75,0.9999999999999999
576,778.0,0.7000000000000001,0.0
577,742.0,0.7000000000000001,0.09090909090909091
578,993.0,0.7000000000000001,0.1818181818181818
579,946.0,0.7000000000000001,0.2727272727272727
580,925.0,0.7000000000000001,0.36363636363636365
581,880.0,0.7000000000000001,0.4545454545454545
582,1029.0,0.7000000000000001,0.5454545454545454
583,802.0,0.7000000000000001,0.6363636363636364
584,936.0,0.7000000000000001,0.7272727272727273
585,1042.0,0.7000000000000001,0.8181818181818182
586,943.0,0.7000000000000001,0.9090909090909091
587,830.0,0.7000000000000001,0.9999999999999999
588,796.0,0.65,0.0
589,773.0,0.65,0.09090909090909091
590,906.0,0.65,0.1818181818181818
591,1038.0,0.65,0.2727272727272727
592,848.0,0.65,0.36363636363636365
593,1055.0,0.65,0.4545454545454545
594,1138.0,0.65,0.5454545454545454
595,791.0,0.65,0.6363636363636364
596,1000.0,0.65,0.7272727272727273
597,1074.0,0.65,0.8181818181818182
598,939.0,0.65,0.9090909090909091
599,828.0,0.65,0.9999999999999999
600,713.0,0.6000000000000001,0.0
601,714.0,0.6000000000000001,0.09090909090909091
602,946.0,0.6000000000000001,0.1818181818181818
603,919.0,0.6000000000000001,0.2727272727272727
604,1035.0,0.6000000000000001,0.36363636363636365
605,1041.0,0.6000000000000001,0.4545454545454545
606,1045.0,0.6000000000000001,0.5454545454545454
607,887.0,0.6000000000000001,0.6363636363636364
608,921.0,0.6000000000000001,0.7272727272727273
609,1090.0,0.6000000000000001,0.8181818181818182
610,984.0,0.6000000000000001,0.9090909090909091
611,810.0,0.6000000000000001,0.9999999999999999
612,726.0,0.55,0.0
613,760.0,0.55,0.09090909090909091
614,883.0,0.55,0.1818181818181818
615,835.0,0.55,0.2727272727272727
616,1034.0,0.55,0.36363636363636365
617,783.0,0.55,0.4545454545454545
618,951.0,0.55,0.5454545454545454
619,790.0,0.55,0.6363636363636364
620,906.0,0.55,0.7272727272727273
621,916.0,0.55,0.8181818181818182
622,842.0,0.55,0.9090909090909091
623,832.0,0.55,0.9999999999999999
624,613.0,0.5,0.0
625,683.0,0.5,0.09090909090909091
626,829.0,0.5,0.1818181818181818
627,938.0,0.5,0.2727272727272727
628,743.0,0.5,0.36363636363636365
629,814.0,0.5,0.4545454545454545
630,932.0,0.5,0.5454545454545454
631,794.0,0.5,0.6363636363636364
632,955.0,0.5,0.7272727272727273
633,910.0,0.5,0.8181818181818182
634,827.0,0.5,0.9090909090909091
635,861.0,0.5,0.9999999999999999
636,512.0,0.45,0.0
637,802.0,0.45,0.09090909090909091
638,607.0,0.45,0.1818181818181818
639,776.0,0.45,0.2727272727272727
640,768.0,0.45,0.36363636363636365
641,678.0,0.45,0.4545454545454545
642,991.0,0.45,0.5454545454545454
643,752.0,0.45,0.6363636363636364
644,846.0,0.45,0.7272727272727273
645,953.0,0.45,0.8181818181818182
646,835.0,0.45,0.9090909090909091
647,747.0,0.45,0.9999999999999999
648,727.0,0.4,0.0
649,793.0,0.4,0.09090909090909091
650,763.0,0.4,0.1818181818181818
651,837.0,0.4,0.2727272727272727
652,871.0,0.4,0.36363636363636365
653,859.0,0.4,0.4545454545454545
654,832.0,0.4,0.5454545454545454
655,760.0,0.4,0.6363636363636364
656,747.0,0.4,0.7272727272727273
657,874.0,0.4,0.8181818181818182
658,625.0,0.4,0.9090909090909091
659,657.0,0.4,0.9999999999999999
660,699.0,0.35000000000000003,0.0
661,612.0,0.35000000000000003,0.09090909090909091
662,411.0,0.35000000000000003,0.1818181818181818
663,821.0,0.35000000000000003,0.2727272727272727
664,858.0,0.35000000000000003,0.36363636363636365
665,804.0,0.35000000000000003,0.4545454545454545
666,935.0,0.35000000000000003,0.5454545454545454
667,759.0,0.35000000000000003,0.6363636363636364
668,797.0,0.35000000000000003,0.7272727272727273
669,873.0,0.35000000000000003,0.8181818181818182
670,868.0,0.35000000000000003,0.9090909090909091
671,690.0,0.35000000000000003,0.9999999999999999
672,708.0,0.30000000000000004,0.0
673,698.0,0.30000000000000004,0.09090909090909091
674,1138.0,0.30000000000000004,0.1818181818181818
675,750.0,0.30000000000000004,0.2727272727272727
676,476.0,0.30000000000000004,0.36363636363636365
677,565.0,0.30000000000000004,0.4545454545454545
678,845.0,0.30000000000000004,0.5454545454545454
679,774.0,0.30000000000000004,0.6363636363636364
680,718.0,0.30000000000000004,0.7272727272727273
681,599.0,0.30000000000000004,0.8181818181818182
682,494.0,0.30000000000000004,0.9090909090909091
683,864.0,0.30000000000000004,0.9999999999999999
684,749.0,0.25,0.0
685,961.0,0.25,0.09090909090909091
